RENATO,0.004
RENE,0.048
REUBEN,0.015
REX,0.037
REY,0.004
REYES,0.005
REYNALDO,0.018
RHETT,0.004
RICARDO,0.093
RICH,0.007
RICHARD,1.703
RICHIE,0.005
RICK,0.091
RICKEY,0.035
RICKIE,0.011
RICKY,0.141
RICO,0.006
RIGOBERTO,0.011
RILEY,0.01
ROB,0.013
ROBBIE,0.016
ROBBY,0.008
ROBERT,3.143
ROBERTO,0.097
ROBIN,0.032
ROBT,0.005
ROCCO,0.011
ROCKY,0.016
ROD,0.013
RODERICK,0.036
RODGER,0.017
RODNEY,0.18
RODOLFO,0.03
RODRICK,0.006
RODRIGO,0.011
ROGELIO,0.022
ROGER,0.322
ROLAND,0.072
ROLANDO,0.021
ROLF,0.004
ROLLAND,0.005
ROMAN,0.02
ROMEO,0.01
RON,0.072
RONALD,0.725
RONNIE,0.113
RONNY,0.007
ROOSEVELT,0.028
RORY,0.012
ROSARIO,0.005
ROSCOE,0.013
ROSENDO,0.006
ROSS,0.05
ROY,0.273
ROYAL,0.006
ROYCE,0.016
RUBEN,0.082
RUBIN,0.006
RUDOLF,0.004
RUDOLPH,0.034
RUDY,0.034
RUEBEN,0.004
RUFUS,0.025
RUPERT,0.005
RUSS,0.007
RUSSEL,0.015
RUSSELL,0.224
RUSTY,0.012
RYAN,0.328
SAL,0.005
SALVADOR,0.049
SALVATORE,0.029
SAM,0.092
SAMMIE,0.012
SAMMY,0.025
SAMUAL,0.004
SAMUEL,0.306
SANDY,0.007
SANFORD,0.009
SANG,0.006
SANTIAGO,0.022
SANTO,0.004
SANTOS,0.019
SAUL,0.02
SCOT,0.01
SCOTT,0.546
SCOTTIE,0.007
SCOTTY,0.013
SEAN,0.197
SEBASTIAN,0.01
SERGIO,0.049
SETH,0.048
SEYMOUR,0.007
SHAD,0.004
SHANE,0.093
SHANNON,0.04
SHAUN,0.039
SHAWN,0.2
SHAYNE,0.004
SHELBY,0.011
SHELDON,0.023
SHELTON,0.008
SHERMAN,0.028
SHERWOOD,0.004
SHIRLEY,0.005
SHON,0.004
SID,0.004
SIDNEY,0.052
SILAS,0.009
SIMON,0.026
SOL,0.005
SOLOMON,0.013
SON,0.012
SONNY,0.008
SPENCER,0.03
STACEY,0.011
STACY,0.017
STAN,0.015
STANFORD,0.005
STANLEY,0.186
STANTON,0.004
STEFAN,0.009
STEPHAN,0.018
STEPHEN,0.54
STERLING,0.016
STEVE,0.246
STEVEN,0.78
STEVIE,0.007
STEWART,0.022
STUART,0.044
SUNG,0.005
SYDNEY,0.007
SYLVESTER,0.028
TAD,0.005
TANNER,0.006
TAYLOR,0.024
TED,0.064
TEDDY,0.018
TEODORO,0.005
TERENCE,0.022
TERRANCE,0.048
TERRELL,0.02
TERRENCE,0.047
TERRY,0.311
THAD,0.007
THADDEUS,0.012
THANH,0.005
THEO,0.005
THEODORE,0.123
THERON,0.008
THOMAS,1.38
THURMAN,0.012
TIM,0.104
TIMMY,0.019
TIMOTHY,0.64
TITUS,0.004
TOBIAS,0.005
TOBY,0.019
TOD,0.005
TODD,0.213
TOM,0.117
TOMAS,0.023
TOMMIE,0.02
TOMMY,0.112
TONEY,0.004
TONY,0.19
TORY,0.005
TRACEY,0.007
TRACY,0.048
TRAVIS,0.166
TRENT,0.018
TRENTON,0.009
TREVOR,0.04
TREY,0.006
TRINIDAD,0.005
TRISTAN,0.008
TROY,0.138
TRUMAN,0.009
TUAN,0.004
TY,0.011
TYLER,0.089
TYREE,0.005
TYRELL,0.005
TYRON,0.005
TYRONE,0.064
TYSON,0.014
ULYSSES,0.01
VAL,0.004
VALENTIN,0.007
VALENTINE,0.005
VAN,0.019
VANCE,0.014
VAUGHN,0.011
VERN,0.01
VERNON,0.097
VICENTE,0.017
VICTOR,0.222
VINCE,0.01
VINCENT,0.168
VINCENZO,0.004
VIRGIL,0.049
VIRGILIO,0.004
VITO,0.009
VON,0.004
WADE,0.045
WALDO,0.005
WALKER,0.005
WALLACE,0.056
WALLY,0.004
WALTER,0.399
WALTON,0.004
WARD,0.01
WARNER,0.004
WARREN,0.11
WAYLON,0.004
WAYNE,0.249
WELDON,0.009
WENDELL,0.042
WERNER,0.005
WES,0.004
WESLEY,0.104
WESTON,0.006
WHITNEY,0.005
WILBER,0.004
WILBERT,0.027
WILBUR,0.036
WILBURN,0.007
WILEY,0.011
WILFORD,0.008
WILFRED,0.023
WILFREDO,0.014
WILL,0.018
WILLARD,0.05
WILLIAM,2.451
WILLIAMS,0.013
WILLIAN,0.004
WILLIE,0.302
WILLIS,0.035
WILLY,0.005
WILMER,0.008
WILSON,0.028
WILTON,0.006
WINFORD,0.004
WINFRED,0.009
WINSTON,0.019
WM,0.033
WOODROW,0.025
WYATT,0.006
XAVIER,0.013
YONG,0.006
YOUNG,0.007
ZACHARIAH,0.005
ZACHARY,0.099
ZACHERY,0.008
ZACK,0.004
ZACKARY,0.004
ZANE,0.007
